timestamp,pitch,yaw,roll,accel_x,accel_y,accel_z
4970051,-9.3,-73.4,11.3,0.29,-0.23,-0.05
4970101,-9.4,-73.6,11.3,0.22,-0.29,-0.49
4970151,-9.4,-73.8,11.1,0.11,0.07,-0.45
4970201,-8.8,-74.1,10.9,0.15,0.05,-0.45
4970252,-8.8,-74.1,10.9,0.11,0.34,-0.09
4970302,-8.5,-74.4,10.2,0.13,-0.26,-0.60
4970352,-8.5,-74.4,10.2,0.13,-0.36,-0.99
4970402,-7.3,-75.0,9.3,0.11,-0.31,-1.04
4970452,-7.3,-75.0,9.3,-0.27,-0.31,-0.44
4970502,-6.5,-75.9,8.7,-0.30,-0.16,-0.71
4970552,-6.5,-75.9,8.7,-0.33,-0.47,-0.79
4970602,-5.6,-77.1,7.6,-0.20,-0.36,-0.56
4970652,-5.6,-77.1,7.6,-0.87,0.48,-0.61
4970702,-4.6,-77.2,7.6,-0.34,0.01,-0.41
4970752,-4.6,-77.2,7.6,-0.64,0.49,0.11
4970802,-4.1,-75.9,10.3,-0.23,-0.10,0.16
4970852,-4.1,-75.9,10.3,-0.11,-0.08,0.39
4970902,-4.6,-75.6,11.5,0.12,0.67,-0.15
4970952,-4.6,-75.6,11.5,0.13,1.52,1.00
4971002,-5.9,-75.6,10.9,0.20,0.96,1.39
4971052,-5.9,-75.6,10.9,0.80,0.56,-0.74
4971102,-6.1,-75.6,10.3,0.43,0.54,-0.06
4971152,-5.6,-75.4,10.0,0.91,-0.95,0.98
4971202,-5.6,-75.9,8.9,0.01,1.49,-0.09
4971252,-5.6,-75.9,8.9,0.70,-0.29,0.22
4971302,-4.1,-75.4,8.4,0.34,-0.88,1.06
4971353,-4.1,-75.4,8.4,0.46,0.90,0.20
4971403,-2.6,-74.5,6.8,0.27,-0.67,0.21
4971453,-2.6,-74.5,6.8,0.32,-0.60,0.27
4971503,-1.2,-73.9,4.2,0.03,1.15,-0.13
4971553,-1.2,-73.9,4.2,0.03,-0.02,0.39
4971603,-0.4,-73.8,1.5,0.20,0.19,0.27
4971653,-0.4,-73.8,1.5,0.12,-0.34,0.25
4971703,1.5,-74.8,-0.5,-0.11,0.34,0.33
4971753,1.5,-74.8,-0.5,-0.12,0.99,0.82
4971803,3.7,-74.7,-1.7,-0.20,1.06,0.55
4971853,3.7,-74.7,-1.7,-0.16,-0.05,2.06
4971903,4.7,-74.7,-2.9,0.17,-0.63,2.06
4971953,5.2,-75.2,-3.9,0.12,-0.05,1.21
4972003,6.5,-75.5,-5.4,0.14,0.61,0.53
4972053,6.5,-75.5,-5.4,0.09,1.23,1.38
4972103,7.1,-73.9,-6.7,0.03,-0.29,1.34
4972153,7.1,-73.9,-6.7,-0.44,-0.43,1.40
4972203,6.6,-73.2,-6.8,-0.64,-0.36,0.92
4972254,6.6,-73.2,-6.8,-0.75,-0.52,0.85
4972304,6.0,-73.5,-7.2,-0.59,-1.25,1.14
4972354,6.0,-73.5,-7.2,-0.53,-0.68,1.91
4972404,4.1,-74.5,-7.5,-0.52,-0.50,2.41
4972454,4.1,-74.5,-7.5,-0.54,0.30,2.91
4972504,1.9,-74.2,-8.5,-0.70,1.89,1.24
4972554,-1.3,-71.3,-10.6,-0.23,1.24,1.13
4972604,-1.3,-71.3,-10.6,0.34,-0.81,1.86
4972654,-3.0,-71.1,-11.9,0.09,-0.52,1.24
4972704,-3.0,-71.1,-11.9,-0.19,-0.32,1.34
4972754,-3.8,-72.4,-10.7,-0.30,-0.44,1.15
4972804,-3.8,-72.4,-10.7,-0.25,-0.32,-0.32
4972854,-4.0,-73.1,-8.9,-0.18,-0.26,0.83
4972904,-4.4,-73.3,-7.4,-0.01,-0.47,-0.23
4972954,-5.2,-73.4,-6.3,0.23,-0.54,-1.41
4973004,-6.3,-73.4,-5.6,0.61,-0.29,-1.12
4973054,-6.5,-73.6,-4.9,0.68,0.09,-2.25
4973105,-6.1,-74.1,-3.8,0.23,0.80,-1.39
4973155,-5.3,-74.8,-1.1,1.25,-0.25,-2.60
4973205,-5.3,-74.8,-1.1,0.67,0.78,-1.16
4973255,-6.5,-75.2,0.2,1.35,-0.09,-0.20
4973306,-6.5,-75.2,0.2,1.05,-0.51,-1.00
4973356,-9.9,-76.0,-0.2,1.09,-0.34,-0.69
4973406,-9.9,-76.0,-0.2,1.09,0.50,-2.46
4973456,-10.4,-76.1,-0.8,0.27,0.82,-2.64
4973506,-11.2,-75.9,-1.0,0.63,0.00,-1.96
4973556,-10.6,-74.8,-1.9,-0.37,0.26,-1.68
4973606,-10.6,-74.8,-1.9,-0.37,-0.79,-0.15
4973656,-11.1,-73.0,-0.9,-0.80,-0.86,-0.88
4973706,-11.1,-73.0,-0.9,-1.15,0.28,-1.23
4973756,-12.3,-70.5,-0.2,-1.06,-0.45,-1.07
4973806,-12.3,-70.5,-0.2,-1.08,-0.18,-1.12
4973857,-12.0,-68.6,-0.4,-1.01,-0.14,-0.77
4973907,-12.0,-68.6,-0.4,-1.18,-0.01,-0.50
4973957,-9.3,-67.0,-0.5,-1.29,0.70,-0.48
4974007,-9.3,-67.0,-0.5,-1.03,-0.41,0.02
4974057,-5.3,-67.0,0.4,-1.01,0.16,1.21
4974108,-5.3,-67.0,0.4,-0.68,0.21,1.09
4974158,-2.5,-66.9,0.1,-0.20,-0.65,0.35
4974208,-2.5,-66.9,0.1,-0.09,-0.17,0.15
4974259,0.5,-67.2,-0.0,-0.06,0.08,0.96
4974309,0.5,-67.2,-0.0,-0.07,0.45,0.86
4974359,2.4,-67.1,-0.6,0.01,-0.30,0.56
4974409,2.4,-67.1,-0.6,-0.01,0.16,0.38
4974460,3.7,-67.2,-0.4,-0.05,0.25,0.57
4974510,3.7,-67.2,-0.4,-0.21,0.30,0.34
4974560,4.1,-67.3,0.2,0.05,0.37,-0.34
4974610,4.3,-67.2,0.6,-0.10,0.07,0.22
4974660,2.2,-67.3,0.3,-0.18,-0.19,-0.10
4974710,2.2,-67.3,0.3,0.07,-0.11,0.08
4974760,-0.8,-67.1,0.1,-0.50,-0.19,-0.80
4974810,-0.8,-67.1,0.1,-0.38,0.43,0.19
4974860,-2.8,-67.6,0.6,0.97,0.32,1.81
4974910,-3.0,-67.6,0.8,-0.07,0.00,-0.11
4974960,-3.0,-67.6,0.8,0.04,0.25,0.04
4975010,-3.0,-67.6,0.2,0.08,-0.13,0.15
4975060,-3.0,-67.6,0.2,0.04,0.03,0.07
4975110,-3.0,-67.6,0.2,0.04,0.03,0.03
4975160,-2.9,-67.6,0.2,0.04,0.04,0.03
4975210,-2.9,-67.6,0.2,0.05,0.03,0.06
4975260,-2.9,-67.6,0.2,0.05,0.03,0.06
4975310,-2.9,-67.6,0.2,0.05,0.03,0.02
4975360,-2.9,-67.6,0.2,-0.00,0.00,-0.03
4975410,-2.9,-67.6,0.2,-0.00,0.00,-0.03
4975460,-2.9,-67.6,0.2,-0.00,0.01,-0.02
4975510,-2.9,-67.6,0.2,-0.00,0.01,-0.02
4975560,-2.9,-67.6,0.3,-0.00,0.01,-0.02
4975610,-2.9,-67.6,0.3,-0.00,0.01,-0.02
4975660,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4975710,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4975760,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4975810,-2.9,-67.6,0.3,-0.00,0.00,0.03
4975860,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4975910,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4975960,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4976010,-2.9,-67.6,0.3,-0.00,0.00,-0.01
4976060,-2.9,-67.6,0.4,-0.00,0.00,-0.01
4976110,-2.9,-67.6,0.4,-0.00,0.00,-0.01
4976160,-2.9,-67.6,0.4,-0.00,0.00,-0.01
4976210,-2.9,-67.6,0.4,-0.00,0.00,0.03
4976260,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976311,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976361,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976411,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976461,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976512,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4976562,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976612,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976662,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976712,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4976762,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4976812,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4976862,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4976912,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4976962,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977012,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977062,-3.0,-67.6,0.4,-0.00,0.00,0.04
4977112,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977162,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977212,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977262,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977313,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977363,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977413,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977464,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977514,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977564,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977614,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977664,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977714,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977764,-3.0,-67.6,0.4,-0.00,0.00,-0.00
4977814,-3.0,-67.6,0.4,-0.00,0.00,0.04
4977864,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4977914,-3.0,-67.6,0.4,-0.00,0.00,0.03
4977964,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4978014,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4978064,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4978114,-3.0,-67.6,0.5,-0.00,0.00,-0.02
4978164,-3.0,-67.6,0.5,-0.00,0.00,-0.02
4978214,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978264,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978314,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978364,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978415,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978465,-3.0,-67.6,0.5,-0.00,0.00,0.03
4978515,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978565,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978615,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978665,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978715,-3.0,-67.6,0.5,-0.00,0.00,-0.01
